,code,lat,lon,name,city,state,country,woeid,tz,phone,type,email,url,runway_length,elev,icao,direct_flights,carriers
3399,XIP,43.1301,-80.7566,Woodstock Rail Service,Woodstock,Ontario,Canada,4060,America/Toronto,0,Railway Stations,BLANK,BLANK,,,BLANK,3,1
3400,XIT,51.5039,0.04981,London City Airport,London,England,United Kingdom,22475376,Europe/London,0,Airports,BLANK,BLANK,,,BLANK,2,2
3401,XIY,34.3667,108.7,Hsien Yang Airport,Xianyang,Shaanxi,China,12512075,Asia/Shanghai,0,Airports,BLANK,BLANK,,,ZLXY,44,23
3402,XJL,53.8901,-68.4293,Quebec,Joliette,Quebec,Canada,2344924,America/Montreal,0,Railway Stations,BLANK,BLANK,,,BLANK,2,1
3403,XJQ,48.4339,-71.3432,Jonquiere Rail Station,Jonquiere,Quebec,Canada,3404,America/Toronto,0,Railway Stations,BLANK,BLANK,,,BLANK,1,1
3404,XKH,19.5,103.0,Xieng Khouang,Xieng Khouang,Xiangkhoang,Lao People's Democratic Republic,12848854,Asia/Vientiane,0,Airports,BLANK,BLANK,10500.0,3500.0,BLANK,2,1
3405,XKL,3.13636,101.689,Kuala Lumpur Central Station,Kuala Lumpur,Wilayah Persekutuan,Malaysia,22342065,Asia/Kuala_Lumpur,0,Railway Stations,BLANK,BLANK,,,BLANK,1,1
3406,XKS,53.513,-88.6475,Kasabonika Airport,Casummit Lake,Ontario,Canada,12524061,America/Toronto,0,Airports,BLANK,BLANK,3500.0,630.0,CYAQ,7,1
3407,XKV,45.8997,-64.3746,Sackville Rail Station,Sackville,New Brunswick,Canada,3798,America/Halifax,0,Railway Stations,BLANK,BLANK,,,BLANK,2,1
3408,XLB,58.65,-97.3667,Lac Brochet,Lac Brochet,Manitoba,Canada,12524062,America/Winnipeg,0,Airports,BLANK,BLANK,3480.0,1200.0,BLANK,2,1
3409,XLJ,46.8,-71.25,Quebec Stn. Rail Svce.,Quebec,Quebec,Canada,12697028,America/Toronto,0,Railway Stations,BLANK,BLANK,,,BLANK,1,1
3410,XLM,45.5,-73.5833,St Lambert Rail Svce.,Montreal,Quebec,Canada,12697167,America/Toronto,0,Railway Stations,BLANK,BLANK,,,BLANK,3,1
3411,XLQ,62.3587,-96.5821,BLANK,Guildwood,BLANK,Canada,23424775,America/Resolute,0,Railway Stations,BLANK,BLANK,,,BLANK,2,1
3412,XLS,16.0503,-16.4603,Saint Louis Airport,BLANK,St-Louis,Senegal,12517509,Africa/Dakar,0,Airports,BLANK,BLANK,6372.0,13.0,GOSS,1,1
3413,XLV,49.3771,-84.7493,Ontario,Niagara Falls,Ontario,Canada,2344922,America/Toronto,0,Railway Stations,BLANK,BLANK,,,BLANK,1,1
3414,XLY,62.3587,-96.5821,Aldershot Rail Station,Aldershot,BLANK,Canada,23424775,America/Resolute,0,Railway Stations,BLANK,BLANK,,,BLANK,3,1
3415,XLZ,44.7274,-63.5876,Nova Scotia,Truro,Nova Scotia,Canada,2344921,America/Halifax,0,Railway Stations,BLANK,BLANK,,,BLANK,2,1
3416,XMH,-14.4252,-146.068,Manihi Airport,Manihi,Tuamotu-Gambier,French Polynesia,12512825,Pacific/Gambier,0,Airports,BLANK,BLANK,3937.0,10.0,NTGI,3,1
3417,XMN,24.5333,118.117,Xiamen Airport,Xiamen,Fujian,China,12523266,Asia/Shanghai,0,Airports,BLANK,BLANK,7054.0,59.0,ZSAM,55,33
3418,XMS,-2.335,-78.1669,Macas Airport,Zúñac,Morona Santiago,Ecuador,12512640,America/Guayaquil,0,Airports,BLANK,BLANK,8366.0,3281.0,SEMC,1,1
3419,XMY,-10.4833,142.45,Yam Island,Yam Island,Queensland,Australia,28645136,Australia/Brisbane,0,Airports,BLANK,BLANK,,,BLANK,1,1
3420,XNA,36.2756,-94.2955,Northwest Arkansas Regional Airport,Bentonville,Arkansas,United States,29388192,America/Chicago,479-205-1000,Airports,BLANK,http://www.nwara.com/,8800.0,1286.0,KXNA,15,13
3421,XNB,-3.08333,-67.9333,Sinop Airport,Santo Antônio do Içá,Amazonas,Brazil,12523221,America/Porto_Velho,0,Airports,BLANK,BLANK,,,BLANK,1,1
3422,XNM,52.9206,-1.075,Nottingham Airport,Nottingham,England,United Kingdom,12518136,Europe/London,0,Railway Stations,BLANK,BLANK,,,BLANK,5,1
3423,XNN,36.5678,101.862,Xining Airport,Xining,Qinghai,China,12512251,Asia/Shanghai,0,Airports,BLANK,BLANK,,,BLANK,11,8
3424,XNO,54.2,-1.26,BLANK,Northallerton,England,United Kingdom,30597,Europe/London,0,Railway Stations,BLANK,BLANK,,,KXNO,3,1
3425,XNV,52.5214,-1.46445,Nuneaton Rail Station,Nuneaton,England,United Kingdom,30733,Europe/London,0,Railway Stations,BLANK,BLANK,,,BLANK,7,1
3426,XNY,42.8767,-77.8826,York,New York,New York,United States,2524848,America/New_York,0,Airports,BLANK,BLANK,,,BLANK,1,1
3427,XOK,49.3771,-84.7493,Ontario,Oakville,Ontario,Canada,2344922,America/Toronto,0,Railway Stations,BLANK,BLANK,,,BLANK,3,1
3428,XOP,46.1325,-0.17616,Poitou-Charentes,Poitiers,Poitou-Charentes,France,7153327,Europe/Paris,0,Railway Stations,BLANK,BLANK,,,BLANK,3,10
3429,XPB,49.3203,-124.322,Parksville Rail Service,Parksville,British Columbia,Canada,12523349,America/Vancouver,0,Railway Stations,BLANK,BLANK,,,BLANK,2,1
3430,XPF,54.6643,-2.75747,Penrith Rail Station,Penrith,England,United Kingdom,31772,Europe/London,0,Railway Stations,BLANK,BLANK,,,BLANK,3,1
3431,XPG,48.8805,2.35459,Gare du Nord Rail Stn,Paris,Île-de-France,France,20068147,Europe/Paris,0,Railway Stations,BLANK,BLANK,,,BLANK,6,2
3432,XPJ,45.6333,-0.75,Montpellier Railway Station,Montpellier,Poitou-Charentes,France,12723386,Europe/Paris,0,Railway Stations,BLANK,BLANK,,,BLANK,2,8
3433,XPN,43.6843,-79.7588,BLANK,Brampton,Ontario,Canada,4431,America/Toronto,0,Railway Stations,BLANK,BLANK,,,BLANK,2,1
3434,XPQ,3.0,101.4,BLANK,Port Klang,Selangor,Malaysia,1152513,Asia/Kuala_Lumpur,0,Airports,BLANK,BLANK,,,BLANK,1,1
3435,XPT,53.758,-2.70573,Preston Rail Station,Preston,England,United Kingdom,32566,Europe/London,0,Railway Stations,BLANK,BLANK,,,BLANK,9,1
3436,XPX,45.6585,-73.5484,Pointe-aux-Trembles Rail Station,Pointe-aux-Trembles,Quebec,Canada,1217,America/Toronto,0,Railway Stations,BLANK,BLANK,,,BLANK,2,1
3437,XQE,54.3139,-2.23218,United Kingdom,London,,United Kingdom,23424975,Europe/London,0,Airports,BLANK,BLANK,,,BLANK,6,1
3438,XQG,55.7714,-2.00702,Berwick Station,Berwick,England,United Kingdom,12444,Europe/London,0,Railway Stations,BLANK,BLANK,,,BLANK,2,1
3439,XQH,54.3139,-2.23218,United Kingdom,Nottingham,,United Kingdom,23424975,Europe/London,0,Railway Stations,BLANK,BLANK,,,BLANK,7,1
3440,XQL,54.0445,-2.79903,Lancaster Rail Station,Lancaster,England,United Kingdom,25701,Europe/London,0,Railway Stations,BLANK,BLANK,,,BLANK,4,1
3441,XQP,9.4442,-84.1311,Quepos Managua Airport,Quepos,Puntarenas,Costa Rica,12512440,America/Costa_Rica,0,Airports,BLANK,BLANK,3600.0,105.0,MRQP,7,2
3442,XQU,49.3384,-124.392,Qualicum Beach Airport,Qualicum Beach,British Columbia,Canada,12524067,America/Vancouver,0,Airports,BLANK,BLANK,2900.0,200.0,BLANK,5,2
3443,XRC,53.3304,-2.70902,Runcorn Rail Station,Runcorn,England,United Kingdom,33759,Europe/London,0,Railway Stations,BLANK,BLANK,,,BLANK,4,1
3444,XRF,43.4844,5.37588,Marseille Railway,Marseille,Centre,France,610264,Europe/Paris,0,Railway Stations,BLANK,BLANK,,,BLANK,4,9
3445,XRP,46.4864,-65.0255,Pine Ridge Rail Station,Pine Ridge,New Brunswick,Canada,23393083,America/Halifax,0,Railway Stations,BLANK,BLANK,,,BLANK,2,1
3446,XRU,52.3703,-1.26071,Rugby Rail Station,Rugby,England,United Kingdom,33744,Europe/London,0,Railway Stations,BLANK,BLANK,,,BLANK,9,1
3447,XRY,36.7497,-6.06054,Jerez Airport,Jerez,Andalucia,Spain,12517549,Europe/Madrid,0,Airports,BLANK,BLANK,7546.0,85.0,LEJR,16,14
3448,XSC,21.5158,-71.5297,South Caicos Airport,Cockburn Harbour,South and East Caicos,Turks And Caicos Islands,12517846,America/Grand_Turk,0,Airports,BLANK,BLANK,6000.0,5.0,BLANK,3,2
3449,XSH,47.6441,1.59046,Centre,Tours,Centre,France,7153314,Europe/Paris,0,Railway Stations,BLANK,BLANK,,,BLANK,2,10
3450,XSI,56.7819,-98.9558,South Indian Lake Airport,Nelson House,Manitoba,Canada,12524069,America/Winnipeg,0,Airports,BLANK,BLANK,2600.0,948.0,BLANK,1,2
3451,XSP,1.4167,103.869,Seletar Airport,Singapore,Central Singapore,Singapore,12517523,Asia/Singapore,0,Airports,BLANK,BLANK,5354.0,35.0,WSSL,2,1
3452,XSR,52.8833,-1.97685,England,Salisbury,England,United Kingdom,24554868,Europe/London,0,Railway Stations,BLANK,BLANK,,,BLANK,2,1
3453,XTG,-27.9829,143.812,Thargomindah Aerodrome,Thargomindah,Queensland,Australia,12510794,Australia/Brisbane,0,Airports,BLANK,BLANK,,,YTGM,1,1
3454,XTK,52.8833,-1.97685,England,Thirsk,England,United Kingdom,24554868,Europe/London,0,Railway Stations,BLANK,BLANK,,,BLANK,2,1
3455,XTL,58.5999,-98.349,Tadoule Lake Airport,Nelson House,Manitoba,Canada,12524070,America/Winnipeg,0,Airports,BLANK,BLANK,,,CYBQ,2,1
3456,XTY,42.9432,-81.6198,Strathroy Rail Station,Strathroy,Ontario,Canada,12697816,America/Toronto,0,Railway Stations,BLANK,BLANK,,,BLANK,3,1
3457,XUZ,32.9444,119.119,Jiangsu,Xuzhou,Jiangsu,China,12577994,Asia/Shanghai,0,Airports,BLANK,BLANK,,,BLANK,13,7
3458,XVA,52.8833,-1.97685,England,Stockport,England,United Kingdom,24554868,Europe/London,0,Railway Stations,BLANK,BLANK,,,BLANK,4,1
3459,XVB,52.8833,-1.97685,England,Stafford,England,United Kingdom,24554868,Europe/London,0,Railway Stations,BLANK,BLANK,,,BLANK,10,1
3460,XVC,54.3139,-2.23218,United Kingdom,Crewe,,United Kingdom,23424975,Europe/London,0,Railway Stations,BLANK,BLANK,,,BLANK,15,1
3461,XVG,46.9929,-94.2075,Longville Municipal Airport,Longville,Minnesota,United States,12520699,America/Chicago,0,Airports,BLANK,BLANK,,,KXVG,4,1
3462,XVH,54.3139,-2.23218,United Kingdom,Peterborough,,United Kingdom,23424975,Europe/London,0,Railway Stations,BLANK,BLANK,,,BLANK,11,1
3463,XVJ,51.9056,-0.18868,Stevenage Rail Station,Stevenage,England,United Kingdom,36094,Europe/London,0,Railway Stations,BLANK,BLANK,,,BLANK,4,1
3464,XVU,54.7775,-1.57461,Durham Rail Station,Durham,England,United Kingdom,18760,Europe/London,0,Railway Stations,BLANK,BLANK,,,BLANK,3,1
3465,XVV,44.161,-77.3819,Belleville Rail Service,Belleville,Ontario,Canada,4107,America/Toronto,0,Railway Stations,BLANK,BLANK,,,BLANK,4,1
3466,XVW,57.0988,-3.99274,BLANK,Belleville,Scotland,United Kingdom,11627,Europe/London,0,Railway Stations,BLANK,BLANK,,,BLANK,4,1
3467,XWD,54.7447,-2.14264,Wakefield Westgate Rail Station,Wakefield Westgate,England,United Kingdom,39929,Europe/London,0,Railway Stations,BLANK,BLANK,,,BLANK,6,1
3468,XWH,53.0294,-2.17507,Stroke on Trent Rail Station,Stroke on Trent,England,United Kingdom,36240,Europe/London,0,Railway Stations,BLANK,BLANK,,,BLANK,7,1
3469,XWK,56.2667,15.2667,Karlskrona Rail Svc.,Karlskrona,,Sweden,902730,Europe/Stockholm,0,Railway Stations,BLANK,BLANK,,,BLANK,1,1
3470,XWL,57.7013,11.9669,Gothenburg,Gothenburg,BLANK,Sweden,890869,Europe/Stockholm,0,Railway Stations,BLANK,BLANK,,,BLANK,7,1
3471,XWM,59.0667,15.1126,Hallsberg Rail Station,Hallsberg,BLANK,Sweden,892152,Europe/Stockholm,0,Railway Stations,BLANK,BLANK,,,BLANK,8,1
3472,XWN,52.8833,-1.97685,England,Warrington,England,United Kingdom,24554868,Europe/London,0,Railway Stations,BLANK,BLANK,,,BLANK,2,1
3473,XWP,62.1984,17.5514,Sweden,Hassleholm,,Sweden,23424954,Europe/Stockholm,0,Railway Stations,BLANK,BLANK,,,BLANK,5,1
3474,XWQ,62.1984,17.5514,Sweden,Enkoping,,Sweden,23424954,Europe/Stockholm,0,Airports,BLANK,BLANK,,,BLANK,2,1
3475,XWR,59.2707,15.2175,Orebro Railway Station,Orebro,Orebro,Sweden,900751,Europe/Stockholm,0,Railway Stations,BLANK,BLANK,,,BLANK,4,1
3476,XWS,54.3139,-2.23218,United Kingdom,Swindon,England,United Kingdom,23424975,Europe/London,0,Railway Stations,BLANK,BLANK,,,BLANK,4,1
3477,XWV,57.1079,12.249,Varberg Rail Station,Varberg,BLANK,Sweden,909053,Europe/Stockholm,0,Railway Stations,BLANK,BLANK,,,BLANK,2,1
3478,XWY,42.9414,-82.1204,Wyoming Rail Station,Wyoming,Ontario,Canada,1964,America/Toronto,0,Railway Stations,BLANK,BLANK,,,BLANK,2,1
3479,XWZ,62.1984,17.5514,Sweden,Nykoping,,Sweden,23424954,Europe/Stockholm,0,Airports,BLANK,BLANK,,,BLANK,2,1
3480,XXA,62.1984,17.5514,Sweden,Alvesta,BLANK,Sweden,23424954,Europe/Stockholm,0,Airports,BLANK,BLANK,,,BLANK,5,1
3481,XXD,59.2359,14.4305,Degerfors Rail Station,Degerfors,BLANK,Sweden,888282,Europe/Stockholm,0,Railway Stations,BLANK,BLANK,,,BLANK,3,1
3482,XXK,59.0167,16.2167,Katrineholm,Katrineholm,BLANK,Sweden,895148,Europe/Stockholm,0,Airports,BLANK,BLANK,,,BLANK,6,1
3483,XXM,58.3259,15.1313,BLANK,Mjolby,Ostergotland,Sweden,898538,Europe/Stockholm,0,Railway Stations,BLANK,BLANK,,,BLANK,2,1
3484,XXN,46.4931,-90.4134,Riyadh Air Base,Riyadh,BLANK,Saudi Arabia,1939753,Asia/Riyadh,0,Airports,BLANK,BLANK,,,OERY,3,1
3485,XXO,60.7313,14.9974,Leksand Rail Station,Leksand,BLANK,Sweden,896880,Europe/Stockholm,0,Railway Stations,BLANK,BLANK,,,BLANK,2,1
3486,XXT,43.6167,7.05,Sophia Antipolis Heliport,Valbonne,Provence-alpes-cote d'Azur,France,12523829,Europe/Paris,0,Airports,BLANK,BLANK,,,BLANK,4,1
3487,XXU,62.1984,17.5514,Sweden,Hedemora,BLANK,Sweden,23424954,Europe/Stockholm,0,Railway Stations,BLANK,BLANK,,,BLANK,3,1
3488,XXZ,62.3889,17.3069,Sundsvall Railway Station,Sundsvall,BLANK,Sweden,906742,Europe/Stockholm,0,Railway Stations,BLANK,BLANK,,,BLANK,3,1
3489,XYA,-9.06667,159.233,Yandina,Yandina,Guadalcanal,Solomon Islands,1020497,Pacific/Guadalcanal,0,Airports,BLANK,BLANK,5921.0,20.0,BLANK,1,1
3490,XYB,60.4838,15.4344,Borlange,Borlänge,,Sweden,887274,Europe/Stockholm,0,Railway Stations,BLANK,BLANK,,,BLANK,4,1
3491,XYC,62.1984,17.5514,Sweden,Herrljunga,BLANK,Sweden,23424954,Europe/Stockholm,0,Railway Stations,BLANK,BLANK,900.0,480.0,BLANK,3,1
3492,XYD,45.75,4.85,Lyon Part-Dieu Railway Station,Lyon,Rhone-Alpes,France,55863207,Europe/Paris,0,Railway Stations,BLANK,BLANK,,,BLANK,4,10
3493,XYF,58.1621,13.5548,Falkoping Rail Station,Falkoping,Vastra Gotaland,Sweden,889227,Europe/Stockholm,0,Railway Stations,BLANK,BLANK,,,BLANK,4,1
3494,XYH,56.0439,12.6959,Helsingborg Railway,Helsingborg,BLANK,Sweden,892828,Europe/Stockholm,0,Railway Stations,BLANK,BLANK,,,BLANK,3,1
3495,XYI,62.1984,17.5514,Sweden,Flen,BLANK,Sweden,23424954,Europe/Stockholm,0,Airports,BLANK,BLANK,,,BLANK,3,1
3496,XYK,58.5844,16.1925,Norrkoping Railway Service,Norrkoping,Ostergotland,Sweden,899981,Europe/Stockholm,0,Railway Stations,BLANK,BLANK,,,BLANK,6,1
3497,XYN,59.3091,14.1061,Kristinehamn,Kristinehamn,BLANK,Sweden,895938,Europe/Stockholm,0,Railway Stations,BLANK,BLANK,,,BLANK,2,1
3498,XYP,60.1269,16.2161,Kyrlbo,Avesta Krylbo,Dalarna,Sweden,896048,Europe/Stockholm,0,Railway Stations,BLANK,BLANK,,,BLANK,2,1
3499,XYQ,59.6833,15.8167,Angelholm Railway Svc.,Angelholm/Helsingborg,,Sweden,892828,Europe/Stockholm,0,Railway Stations,BLANK,BLANK,,,BLANK,2,1
3500,XYX,59.92,16.606,Sala,Sala,BLANK,Sweden,892828,Europe/Stockholm,0,Railway Stations,BLANK,BLANK,,,BLANK,3,1
3501,XYY,59.6767,12.6425,Arvika Airport,Arvika,BLANK,Sweden,12517611,Europe/Stockholm,0,Railway Stations,BLANK,BLANK,,,BLANK,2,1
3502,XYZ,62.6335,17.9377,Harnosand Rail Station,Harnosand,Vasternorrland,Sweden,892478,Europe/Stockholm,0,Railway Stations,BLANK,BLANK,,,BLANK,1,1
3503,XZB,45.3135,-75.089,Casselman Rail Station,Casselman,Ontario,Canada,3372,America/Toronto,0,Railway Stations,BLANK,BLANK,,,BLANK,2,1
3504,XZC,42.7425,-81.7128,BLANK,Glencoe,Ontario,Canada,4073,America/Toronto,0,Railway Stations,BLANK,BLANK,,,BLANK,2,1
3505,XZJ,37.7167,28.9667,BLANK,Rail (Generic),BLANK,Japan,23424856,Asia/Tokyo,0,Airports,BLANK,BLANK,,,BLANK,1,1
3506,XZL,53.3078,-113.584,Edmonton International Airport,Edmonton,Alberta,Canada,12511646,America/Edmonton,0,Railway Stations,BLANK,BLANK,,,BLANK,2,1
3507,XZM,-7.45,-70.55,Macau Ferry,Macau,Amazonas,Macao,12824753,America/Rio_Branco,0,Airports,BLANK,BLANK,,,BLANK,1,1
3508,XZN,43.9487,4.80601,Avignon,Avignon,Provence-alpes-cote d'Azur,France,577605,Europe/Paris,0,Railway Stations,BLANK,BLANK,,,BLANK,5,8
3509,XZO,59.9123,10.75,Oslo Central Station,Oslo,BLANK,Norway,862592,Europe/Oslo,0,Railway Stations,BLANK,BLANK,,,BLANK,2,1
3510,XZU,37.2997,-92.3047,Off line Point,Rail (Generic),Missouri,United States,2478178,America/Chicago,0,Off-line Point,BLANK,BLANK,,,BLANK,2,1
3511,XZV,46.4833,-0.633333,TGV Station,Toulon,Pays de la Loire,France,624561,Europe/Paris,0,Airports,BLANK,BLANK,,,BLANK,1,3
3512,YAA,52.4539,-125.304,Anahim Lake Airport,Alexis Creek,British Columbia,Canada,12511568,America/Vancouver,0,Airports,BLANK,BLANK,3346.0,3700.0,BLANK,2,1
3513,YAC,51.6667,-91.8333,Cat Lake Airport,Casummit Lake,Ontario,Canada,12524072,America/Winnipeg,0,Airports,BLANK,BLANK,3500.0,1343.0,CYAC,2,1
3514,YAG,48.6498,-93.4279,Fort Frances Municipal Airport,Fort Frances,Ontario,Canada,12511663,America/Winnipeg,0,Airports,BLANK,BLANK,4500.0,1122.0,CYAG,2,1
3515,YAK,59.5103,-139.668,Yakutat Airport,Yakutat,Alaska,United States,12522527,America/Anchorage,0,Airports,BLANK,BLANK,7813.0,33.0,PAYA,2,3
3516,YAM,46.4853,-84.5002,Sault Ste Marie Airport,Sault Ste. Marie,Ontario,Canada,12511827,America/Toronto,0,Airports,BLANK,BLANK,6000.0,630.0,CYAM,3,2
3517,YAO,3.8336,11.5236,Yaounde Airport,Yaounde,Centre,Cameroon,12512354,Africa/Douala,+2372.2233602,Other Airport,BLANK,BLANK,6562.0,2464.0,FKKY,1,1
3518,YAP,9.48333,138.083,Yap International Airport,Colonia,Yap,Federated States of Micronesia,12523267,Pacific/Ponape,0,Airports,BLANK,BLANK,4820.0,51.0,BLANK,2,1
3519,YAT,52.9338,-82.392,Attawapiskat Airport,Winisk,Ontario,Canada,12524078,America/Toronto,0,Airports,BLANK,BLANK,3500.0,30.0,CYAT,2,1
3520,YAX,53.2519,-89.565,Angling Lake Airport,Casummit Lake,Ontario,Canada,12524079,America/Winnipeg,0,Airports,BLANK,BLANK,,,CYAX,4,1
3521,YAY,51.3883,-56.0901,St Anthony Airport,St. Anthony,Newfoundland and Labrador,Canada,12511843,America/St_Johns,0,Airports,BLANK,BLANK,3000.0,15.0,CYAY,4,2
3522,YAZ,49.0797,-125.769,Tofino Airport,Lake Cowichan,British Columbia,Canada,12511879,America/Vancouver,0,Airports,BLANK,BLANK,,,CYAZ,0,0
3523,YBB,68.5333,-89.8167,Pelly Bay Townsite Airport,Cambridge Bay,Nunavut,Canada,12523269,America/Resolute,0,Airports,BLANK,BLANK,4590.0,50.0,KGRK,3,2
3524,YBC,49.1368,-68.1995,Baie Comeau Airport,Betsiamites,Quebec,Canada,12511572,America/Toronto,0,Airports,BLANK,BLANK,6000.0,71.0,CYBC,5,3
3525,YBG,48.3368,-70.9998,Bagotville Airport,Saguenay,Quebec,Canada,12511571,America/Toronto,0,Airports,BLANK,BLANK,10000.0,521.0,CYBG,2,2
3526,YBI,53.4552,-55.7653,Black Tickle Airport,St. Anthony,Newfoundland and Labrador,Canada,12524082,America/Goose_Bay,0,Airports,BLANK,BLANK,2500.0,67.0,BLANK,2,1
3527,YBK,64.3003,-96.0846,Baker Lake Airport,Chesterfield Inlet,Nunavut,Canada,12524243,America/Winnipeg,0,Airports,BLANK,BLANK,4200.0,59.0,CYBK,2,3
3528,YBL,49.954,-125.27,Campbell River Airport,Gold River,British Columbia,Canada,12511597,America/Vancouver,0,Airports,BLANK,BLANK,5000.0,346.0,CYBL,3,4
3529,YBP,28.766,104.623,Yibin,Yibin,Sichuan,China,2158444,Asia/Shanghai,0,Airports,BLANK,BLANK,,,BLANK,5,3
3530,YBR,49.9036,-99.943,Brandon Airport,Killarney,Manitoba,Canada,12511586,America/Winnipeg,0,Other Airport,BLANK,http://www.brandon.ca/welcome.nsf/0be477a354605b4d86256b6500798d,6500.0,1343.0,CYBR,1,1
3531,YBT,57.8833,-101.683,Brochet,Brochet,Manitoba,Canada,169,America/Winnipeg,0,Airports,BLANK,BLANK,,,CYBT,2,1
3532,YBV,52.4333,-97.0333,Berens River Airport,Nelson House,Manitoba,Canada,12524086,America/Winnipeg,0,Airports,BLANK,BLANK,2500.0,728.0,CYBV,1,1
3533,YBW,48.7512,-123.225,BLANK,Bedwell Harbor,BLANK,Canada,12524103,America/Resolute,0,Harbours,BLANK,BLANK,,,BLANK,1,1
3534,YBX,51.4436,-57.1861,Lourdes-De-Blanc-Sablon Airport,Havre-St-Pierre,Quebec,Canada,12511736,America/Halifax,0,Airports,BLANK,BLANK,4500.0,117.0,CYBX,3,2
3535,YBZ,43.6382,-79.3466,Toronto Downtown Airport,Toronto,Ontario,Canada,12523339,America/Toronto,0,Railway Stations,BLANK,BLANK,,,BLANK,8,2
3536,YCA,49.6833,-125.0,Courtenay Airport,Courtenay,British Columbia,Canada,12523298,America/Vancouver,0,Railway Stations,BLANK,BLANK,1974.0,9.0,BLANK,1,1
3537,YCB,69.0981,-105.134,Cambridge Bay Airport,Cambridge Bay,Nunavut,Canada,12523271,America/Edmonton,0,Airports,BLANK,BLANK,5000.0,90.0,CYCB,6,3
3538,YCC,45.092,-74.56,Cornwall Regional Airport,Moose Creek,Ontario,Canada,12511626,America/Toronto,0,Airports,BLANK,BLANK,3500.0,175.0,CYCC,3,1
3539,YCD,49.0521,-123.874,Nanaimo Airport,Nanaimo,British Columbia,Canada,12511768,America/Vancouver,0,Airports,BLANK,BLANK,5000.0,99.0,CYCD,3,2
3540,YCG,49.3002,-117.637,Castlegar Airport,Castlegar,British Columbia,Canada,12511602,America/Vancouver,0,Airports,BLANK,BLANK,5300.0,1624.0,CYCG,2,1
3541,YCK,67.0454,-125.853,Colville Lake Airport,Hay River,Northwest Territories,Canada,12524090,America/Edmonton,0,Airports,BLANK,BLANK,2400.0,900.0,BLANK,2,1
3542,YCM,43.1893,-79.1709,St Catharines Airport,Fonthill,Ontario,Canada,12511845,America/Toronto,0,Railway Stations,BLANK,BLANK,5000.0,321.0,BLANK,2,1
3543,YCO,67.8182,-115.147,Coppermine Airport,Cambridge Bay,Nunavut,Canada,12524091,America/Edmonton,0,Airports,BLANK,BLANK,5000.0,74.0,CYCO,3,2
3544,YCR,54.6042,-97.7607,Cross Lake Airport,Nelson House,Manitoba,Canada,12524092,America/Winnipeg,0,Airports,BLANK,BLANK,3000.0,709.0,CYCR,1,1
3545,YCS,63.3358,-90.734,Chesterfield Inlet Airport,Chesterfield Inlet,Nunavut,Canada,12524093,America/Winnipeg,867-898-9940,Airports,BLANK,BLANK,3000.0,35.0,CYCS,4,2
3546,YCU,61.3167,-98.5,Cullaton Lake Airport,Chesterfield Inlet,Manitoba,Canada,12524094,America/Winnipeg,0,Airports,BLANK,BLANK,,,BLANK,8,5
3547,YCY,70.4833,-68.5167,Clyde River Airport,Iqaluit,Nunavut,Canada,12524096,America/Toronto,0,Airports,BLANK,BLANK,3500.0,100.0,CYCY,2,2
3548,YDA,64.0448,-139.126,Dawson Airport,Dawson,Yukon Territory,Canada,12524097,America/Vancouver,0,Airports,BLANK,BLANK,5000.0,1211.0,CYDA,3,1
3549,YDF,49.2085,-57.3999,Deer Lake Airport,St. Anthony,Newfoundland and Labrador,Canada,12511635,America/St_Johns,0,Airports,BLANK,BLANK,6000.0,72.0,CYDF,8,5
3550,YDN,51.1025,-100.06,Dauphin Airport,Dauphin,Manitoba,Canada,12511630,America/Winnipeg,0,Railway Stations,BLANK,BLANK,5000.0,999.0,CYDN,3,2
3551,YDP,56.5333,-61.6667,Nain Airport,Happy Valley-Goose Bay,Newfoundland and Labrador,Canada,12524102,America/Goose_Bay,0,Airports,BLANK,BLANK,2000.0,500.0,CYDP,3,3
3552,YDQ,55.739,-120.187,Dawson Creek Airport,Dawson Creek,British Columbia,Canada,12511631,America/Dawson_Creek,0,Airports,BLANK,BLANK,5000.0,2148.0,CYDQ,3,1
3553,YEG,53.3078,-113.584,Edmonton International Airport,Leduc,Alberta,Canada,12511646,America/Edmonton,(780) 890-8900,Airports,BLANK,http://www.edmontonairports.com,11000.0,2373.0,CYEG,44,27
3554,YEI,40.2546,29.5629,BLANK,Bursa,Bursa,Turkey,2347273,Europe/Istanbul,0,Other Airport,BLANK,BLANK,9818.0,764.0,BLANK,5,2
3555,YEK,61.1019,-94.0622,Arviat Airport,Chesterfield Inlet,Nunavut,Canada,12524110,America/Winnipeg,0,Airports,BLANK,BLANK,4000.0,32.0,CYEK,3,2
3556,YER,56.0,-87.6333,Fort Severn Airport,Casummit Lake,Ontario,Canada,12524113,America/Toronto,0,Airports,BLANK,BLANK,3500.0,40.0,CYER,2,1
3557,YES,34.4382,-104.611,BLANK,Yasouj,BLANK,Iran,23424851,Asia/Tehran,0,Airports,BLANK,BLANK,,,BLANK,1,1
3558,YEV,68.3063,-133.497,Inuvik Airport,Hay River,Northwest Territories,Canada,12511705,America/Edmonton,0,Airports,BLANK,BLANK,6000.0,224.0,CYEV,11,5
3559,YFA,52.2417,-81.5917,Fort Albany Airport,Winisk,Ontario,Canada,12524115,America/Toronto,0,Airports,BLANK,BLANK,3500.0,10.0,CYFA,2,1
